SO Description,CustCode,Dsg Ctg,Prod Ctg,PPC Delivery Period,Factory,Set Type,MS Qty,WS Qty,KT,Total Bag Bal,Bal To Prod Qty,Bal To Exp Qty,BalToMfg,CastBal
LGD Bridal Set Order,CUST0016,EARRING,MODERN DESIGN,W38-2026,F4,WS/MS,20,2,14K92,305,320,80,18,143
LGD Diamond Earring Set,CUST0053,NECKLACE,STATEMENT PIECES,Overdue,F3,WS,0,44,BRASS,70,77,148,242,93
Natural Diamond Ring Order,CUST0044,RING BRIDAL,CLASSIC COLLECTION,W51-2026,F4,MS,14,0,BRASS,120,421,159,210,129
Natural Stone Pendant,CUST0011,RING,STATEMENT PIECES,W34-2026,F1,WS,0,39,09K92,750,101,123,85,174
LGD Diamond Necklace,CUST0018,RING,MODERN DESIGN,W06-2026,F10,WS/MS,26,19,10K92,553,336,124,368,156
LGD Diamond Earring Set,CUST0078,RING,BRIDAL COLLECTION,Due,F4,WS,0,45,U18K,513,90,42,234,114
Mined Stone Brooch Order,CUST0045,RING,FASHION JEWELRY,W45-2026,F1,MS,44,0,PT95,584,130,150,179,65
Mined Stone Brooch Order,CUST0005,BANGLE,MODERN DESIGN,W13-2026,F10,WS,0,6,U18K,394,27,233,207,106
LGD Solitaire Engagement Ring,CUST0039,EAR PARTY,CLASSIC COLLECTION,W26-2026,F9,WS/MS,11,25,10K,181,280,9,323,102
LGD Solitaire Engagement Ring,CUST0034,RING BRIDAL,FASHION JEWELRY,Overdue,F1,WS/MS,23,2,S928,629,186,269,333,159
Natural Diamond Ring Order,CUST0011,EARRING,EVERYDAY WEAR,W18-2026,F4,MS,10,0,U18K,306,239,174,373,150
Natural Diamond Anklet,CUST0054,NECKLACE,MODERN DESIGN,Overdue,F10,MS,12,0,14K,603,122,288,217,35
LGD Diamond Ring Order,CUST0054,BRACELET,CLASSIC COLLECTION,W36-2026,F4,MS,19,0,U09K,53,224,82,274,89
LGD Diamond Earring Set,CUST0031,RING,FINE JEWELRY,Due,F4,WS,0,23,09K,397,488,218,298,185
Natural Diamond Bangle Order,CUST0048,RING BRIDAL,LUXURY LINE,W41-2026,F4,MS,25,0,U18K,891,54,240,350,105
LGD Tennis Bracelet Order,CUST0062,EARRING,FINE JEWELRY,W44-2026,F10,MS,45,0,U18K,291,98,128,184,2
LGD Solitaire Engagement Ring,CUST0067,NECK PIECE,MODERN DESIGN,W52-2026,F9,WS,0,14,U10K,672,146,136,29,87
LGD Diamond Necklace,CUST0099,BRACELET,STATEMENT PIECES,Due,F4,MS,26,0,PT95,597,267,105,222,50
Natural Stone Pendant,CUST0067,BANGLE,STATEMENT PIECES,Due,F1,WS/MS,3,26,09K,871,267,115,61,161
LGD Solitaire Engagement Ring,CUST0048,EARRING,MODERN DESIGN,W09-2026,F3,MS,42,0,14K92,131,199,188,283,13
Natural Diamond Anklet,CUST0051,RING BRIDAL,FINE JEWELRY,Due,F1,MS,30,0,U09K,1,381,144,95,171
Natural Diamond Ring Order,CUST0017,RING BRIDAL,FINE JEWELRY,W11-2026,F3,WS,0,31,14K92,628,257,11,353,104
LGD Halo Ring Order,CUST0001,RING BRIDAL,STATEMENT PIECES,W44-2026,F10,MS,31,0,PT95,406,449,78,250,132
LGD Diamond Bangle,CUST0074,EAR PARTY,VINTAGE STYLE,W34-2026,F2,MS,29,0,14K92,495,107,79,197,144
LGD Eternity Ring,CUST0038,RING,LUXURY LINE,W10-2026,F10,MS,4,0,U09K,511,265,297,74,96
LGD Pendant Collection,CUST0054,EARRING,LUXURY LINE,Overdue,F2,WS/MS,29,2,14K,358,196,5,141,132
Natural Stone Pendant,CUST0029,RING,MODERN DESIGN,W40-2026,F9,WS,0,3,S928,542,59,228,173,137
Mined Diamond Necklace Order,CUST0022,NECKLACE,BRIDAL COLLECTION,Due,F3,WS/MS,24,24,18K,706,109,106,69,102
Mined Stone Earring Set,CUST0018,BRACELET,FASHION JEWELRY,W15-2026,F9,WS,0,40,U14K,626,173,220,134,117
Mined Diamond Necklace Order,CUST0024,RING,STATEMENT PIECES,To Check,F9,WS/MS,19,27,09K,547,451,115,178,83
LGD Halo Ring Order,CUST0040,RING,STATEMENT PIECES,W42-2026,F1,WS/MS,21,1,U18K,941,20,51,374,143
LGD Pendant Collection,CUST0029,NECKLACE,FINE JEWELRY,W37-2026,F1,WS,0,19,BRASS,364,364,2,238,142
LGD Bridal Set Order,CUST0001,NECKLACE,LUXURY LINE,W29-2026,F10,MS,19,0,10K,637,220,252,363,119
Natural Stone Pendant,CUST0038,RING,FASHION JEWELRY,W08-2026,F10,WS,0,22,14K,120,303,61,288,193
Mined Stone Earring Set,CUST0004,EARRING,BRIDAL COLLECTION,W17-2026,F4,WS,0,47,09K,893,293,250,282,177
Mined Stone Brooch Order,CUST0054,RING BRIDAL,VINTAGE STYLE,W08-2026,F9,MS,34,0,09K,184,145,27,366,145
Natural Stone Pendant,CUST0018,RING,LUXURY LINE,W14-2026,F2,MS,45,0,PT95,422,480,43,12,172
LGD Tennis Bracelet Order,CUST0061,EARRING,FASHION JEWELRY,W03-2026,F3,WS,0,9,BRASS,261,182,48,115,53
LGD Diamond Earring Set,CUST0039,RING,EVERYDAY WEAR,W25-2026,F4,WS,0,35,09K,638,249,163,87,15
LGD Bridal Set Order,CUST0091,EAR PARTY,BRIDAL COLLECTION,W10-2026,F4,MS,26,0,09K92,500,246,248,290,8
LGD Solitaire Engagement Ring,CUST0035,RING BRIDAL,VINTAGE STYLE,W26-2026,F1,WS,0,7,10K92,742,497,187,121,100
Mined Diamond Necklace Order,CUST0022,RING,EVERYDAY WEAR,W39-2026,F3,WS,0,27,S930,910,134,199,223,181
LGD Diamond Bangle,CUST0023,RING BRIDAL,BRIDAL COLLECTION,W02-2026,F2,MS,13,0,18K,689,201,266,86,41
Natural Stone Pendant,CUST0065,PENDANT,EVERYDAY WEAR,Due,F4,WS,0,35,09K,173,71,180,81,137
LGD Tennis Bracelet Order,CUST0089,NECKLACE,LUXURY LINE,W02-2026,F9,MS,37,0,09K,478,277,298,374,134
Mined Stone Brooch Order,CUST0007,RING,FASHION JEWELRY,W47-2026,F10,WS,0,8,18K,562,110,241,67,177
Natural Diamond Anklet,CUST0036,EARRING,STATEMENT PIECES,W47-2026,F4,MS,2,0,09K92,637,279,84,278,19
LGD Diamond Earring Set,CUST0039,RING,BRIDAL COLLECTION,W10-2026,F9,MS,40,0,PT95,938,336,154,391,180
Mined Stone Ring Collection,CUST0062,EARRING,MODERN DESIGN,W31-2026,F4,MS,9,0,BRASS,584,212,95,343,186
Mined Stone Brooch Order,CUST0098,RING BRIDAL,VINTAGE STYLE,W37-2026,F4,MS,29,0,18K,475,435,211,322,94
Natural Stone Pendant,CUST0030,EARRING,LUXURY LINE,W27-2026,F1,WS/MS,4,11,BRASS,379,383,252,158,61
Mined Stone Brooch Order,CUST0088,RING,CLASSIC COLLECTION,W37-2026,F2,WS/MS,26,11,09K92,324,133,259,21,5
Mined Diamond Bridal Set,CUST0032,BRACELET,EVERYDAY WEAR,W22-2026,F10,WS,0,9,S925,951,302,184,19,22
LGD Solitaire Engagement Ring,CUST0060,RING,EVERYDAY WEAR,Due,F10,WS,0,7,U09K,489,101,287,211,62
LGD Diamond Ring Order,CUST0092,BRACELET,EVERYDAY WEAR,Due,F4,WS,0,49,U09K,136,101,80,214,195
Mined Diamond Bridal Set,CUST0017,RING,STATEMENT PIECES,W40-2026,F9,WS,0,8,14K,141,147,149,172,67
Mined Stone Earring Set,CUST0082,ANKLET,EVERYDAY WEAR,Due,F1,WS,0,18,10K,213,464,146,105,44
Mined Stone Earring Set,CUST0080,BANGLE,VINTAGE STYLE,Overdue,F2,WS/MS,28,2,BRASS,439,208,69,204,95
LGD Halo Ring Order,CUST0067,NECKLACE,CLASSIC COLLECTION,W47-2026,F4,MS,23,0,S930,358,78,170,41,33
Mined Diamond Necklace Order,CUST0002,RING,FASHION JEWELRY,To Check,F3,WS,0,42,BRASS,755,469,213,94,48
LGD Diamond Earring Set,CUST0087,NECK PIECE,STATEMENT PIECES,Due,F1,WS/MS,14,9,10K92,822,32,47,172,113
Mined Diamond Necklace Order,CUST0046,RING,BRIDAL COLLECTION,W09-2026,F3,MS,23,0,S928,410,270,279,300,16
Natural Diamond Bracelet,CUST0018,RING BRIDAL,EVERYDAY WEAR,Due,F10,WS,0,10,09KPT,209,469,100,387,37
LGD Diamond Necklace,CUST0098,RING BRIDAL,FASHION JEWELRY,Due,F4,WS,0,4,S930,474,148,284,79,18
LGD Bridal Set Order,CUST0076,RING BRIDAL,FINE JEWELRY,W27-2026,F1,WS,0,21,U18K,646,410,54,297,11
Natural Diamond Bangle Order,CUST0020,EARRING,STATEMENT PIECES,W29-2026,F1,MS,13,0,09K,766,475,0,263,31
Natural Diamond Anklet,CUST0008,RING,BRIDAL COLLECTION,W25-2026,F4,MS,4,0,09K92,485,17,184,98,180
Mined Stone Earring Set,CUST0060,PENDANT,STATEMENT PIECES,W31-2026,F10,WS,0,9,BRASS,302,277,129,232,112
Natural Stone Pendant,CUST0074,NECKLACE,EVERYDAY WEAR,W30-2026,F3,MS,48,0,09KPT,738,293,272,395,125
Natural Diamond Bangle Order,CUST0053,NECKLACE,FASHION JEWELRY,Overdue,F2,MS,17,0,10K,683,307,96,122,31
LGD Halo Ring Order,CUST0040,RING BRIDAL,FASHION JEWELRY,W19-2026,F3,MS,6,0,U18K,239,269,187,185,4
LGD Pendant Collection,CUST0059,NECKLACE,BRIDAL COLLECTION,W31-2026,F10,MS,38,0,10K92,999,36,79,313,7
Mined Stone Earring Set,CUST0060,NECK PIECE,BRIDAL COLLECTION,W47-2026,F1,MS,30,0,BRASS,62,143,86,286,161
LGD Eternity Ring,CUST0050,NECKLACE,STATEMENT PIECES,W44-2026,F3,WS/MS,16,7,U09K,823,442,84,12,23
Natural Diamond Bracelet,CUST0014,RING BRIDAL,CLASSIC COLLECTION,W52-2026,F3,WS,0,44,S930,826,275,215,377,119
Natural Diamond Bangle Order,CUST0086,EARRING,FASHION JEWELRY,W36-2026,F9,MS,31,0,U18K,518,49,92,162,123
Natural Diamond Anklet,CUST0045,BRACELET,FASHION JEWELRY,W22-2026,F4,WS,0,28,BRASS,471,271,83,170,119
Mined Stone Ring Collection,CUST0046,RING,BRIDAL COLLECTION,W11-2026,F10,MS,18,0,09K,281,20,1,379,111
Natural Diamond Anklet,CUST0075,RING,FINE JEWELRY,Overdue,F2,WS,0,38,10K92,354,418,128,69,15
LGD Halo Ring Order,CUST0094,PENDANT,EVERYDAY WEAR,W11-2026,F1,MS,20,0,U18K,96,66,286,196,62
LGD Diamond Bangle,CUST0002,NECKLACE,FINE JEWELRY,W16-2026,F1,WS,0,17,U10K,345,306,3,215,23
LGD Diamond Bangle,CUST0052,BANGLE,FINE JEWELRY,W50-2026,F1,MS,36,0,PT95,839,441,284,25,190
Natural Diamond Bracelet,CUST0047,EAR PARTY,FASHION JEWELRY,W26-2026,F1,MS,44,0,S930,989,333,38,306,99
Natural Stone Pendant,CUST0069,BRACELET,LUXURY LINE,W01-2026,F10,WS,0,3,U10K,449,486,250,400,105
LGD Pendant Collection,CUST0099,RING BRIDAL,VINTAGE STYLE,W42-2026,F2,WS,0,25,U18K,795,359,69,135,126
Natural Diamond Ring Order,CUST0088,EARRING,LUXURY LINE,Due,F3,MS,13,0,09KPT,168,234,260,67,23
LGD Tennis Bracelet Order,CUST0095,PENDANT,VINTAGE STYLE,W15-2026,F10,MS,46,0,09K,711,370,49,75,192
Mined Stone Brooch Order,CUST0055,ANKLET,EVERYDAY WEAR,W48-2026,F9,WS,0,22,S925,437,47,119,186,79
Natural Stone Pendant,CUST0090,EARRING,CLASSIC COLLECTION,Due,F10,MS,7,0,U09K,745,244,5,127,38
LGD Eternity Ring,CUST0029,PENDANT,FASHION JEWELRY,W30-2026,F4,WS/MS,4,18,BRASS,423,113,249,77,93
LGD Bridal Set Order,CUST0020,BRACELET,VINTAGE STYLE,Overdue,F9,MS,30,0,14K,422,398,220,140,49
Natural Diamond Bracelet,CUST0043,RING,CLASSIC COLLECTION,Due,F4,WS,0,14,S928,845,224,248,143,161
Mined Stone Earring Set,CUST0055,RING BRIDAL,LUXURY LINE,Due,F10,MS,12,0,09KPT,23,258,51,316,42
Mined Diamond Bridal Set,CUST0078,EAR PARTY,CLASSIC COLLECTION,Due,F4,WS,0,47,09K,216,434,106,277,96
Mined Diamond Necklace Order,CUST0029,EARRING,FASHION JEWELRY,W19-2026,F10,WS/MS,17,4,PT95,73,189,33,345,163
Natural Diamond Anklet,CUST0017,RING,LUXURY LINE,W52-2026,F10,WS,0,6,S925,508,298,171,4,103
Natural Diamond Ring Order,CUST0083,ANKLET,FINE JEWELRY,W02-2026,F3,WS/MS,17,29,09KPT,887,58,194,187,102
Natural Diamond Ring Order,CUST0026,BANGLE,FASHION JEWELRY,W45-2026,F1,WS,0,23,14K92,43,446,124,339,35
LGD Diamond Earring Set,CUST0091,NECKLACE,MODERN DESIGN,W50-2026,F2,WS/MS,17,15,U09K,690,282,26,289,138
Mined Diamond Necklace Order,CUST0065,PENDANT,EVERYDAY WEAR,W26-2026,F4,WS,0,9,U10K,462,179,49,72,46
Natural Diamond Bangle Order,CUST0020,RING,STATEMENT PIECES,Due,F3,WS/MS,28,30,S925,515,23,150,177,65
LGD Bridal Set Order,CUST0087,BRACELET,FINE JEWELRY,W30-2026,F9,MS,42,0,S928,881,464,195,200,74
LGD Pendant Collection,CUST0049,RING BRIDAL,EVERYDAY WEAR,W21-2026,F1,WS,0,37,U09K,126,32,257,277,143
LGD Tennis Bracelet Order,CUST0023,EARRING,CLASSIC COLLECTION,W39-2026,F3,WS/MS,5,3,09K92,448,116,68,308,172
Mined Diamond Necklace Order,CUST0051,RING,EVERYDAY WEAR,W33-2026,F9,MS,4,0,U18K,130,353,249,25,98
Natural Diamond Ring Order,CUST0024,RING,CLASSIC COLLECTION,Due,F2,MS,1,0,U09K,646,347,110,331,181
Mined Diamond Necklace Order,CUST0038,EARRING,VINTAGE STYLE,W06-2026,F1,MS,2,0,BRASS,100,78,136,97,30
Natural Diamond Ring Order,CUST0025,RING,VINTAGE STYLE,Due,F10,WS/MS,15,28,U10K,24,449,213,272,190
LGD Diamond Earring Set,CUST0007,BANGLE,CLASSIC COLLECTION,Due,F3,WS,0,14,S928,549,243,61,301,134
Natural Diamond Ring Order,CUST0079,RING BRIDAL,LUXURY LINE,W35-2026,F1,MS,3,0,U09K,981,291,124,364,45
Natural Diamond Anklet,CUST0088,RING,EVERYDAY WEAR,W09-2026,F9,MS,3,0,U09K,927,131,235,201,56
LGD Eternity Ring,CUST0014,EAR PARTY,FASHION JEWELRY,Due,F3,MS,2,0,PT95,874,497,205,249,49
LGD Halo Ring Order,CUST0064,NECK PIECE,BRIDAL COLLECTION,Overdue,F3,WS,0,32,09KPT,123,140,212,22,55
Natural Diamond Anklet,CUST0064,EARRING,BRIDAL COLLECTION,W31-2026,F4,WS/MS,8,14,U14K,343,114,170,182,155
Natural Diamond Bangle Order,CUST0093,PENDANT,STATEMENT PIECES,W19-2026,F3,WS,0,5,10K,779,25,185,338,6
Mined Stone Ring Collection,CUST0053,RING,LUXURY LINE,Overdue,F10,MS,22,0,BRASS,637,188,30,185,5
Natural Stone Pendant,CUST0020,BANGLE,MODERN DESIGN,W10-2026,F9,MS,10,0,14K92,655,127,70,344,98
Natural Diamond Bracelet,CUST0013,RING BRIDAL,LUXURY LINE,W19-2026,F2,WS/MS,23,6,10K,734,124,105,354,112
Mined Stone Earring Set,CUST0054,BANGLE,LUXURY LINE,W41-2026,F10,MS,23,0,U14K,27,430,60,375,101
Mined Stone Ring Collection,CUST0060,RING,VINTAGE STYLE,W51-2026,F3,WS,0,12,S925,490,399,145,356,39
Natural Diamond Bracelet,CUST0004,RING,EVERYDAY WEAR,W07-2026,F9,WS/MS,4,26,U14K,467,117,90,293,109
Natural Diamond Anklet,CUST0052,NECKLACE,CLASSIC COLLECTION,W12-2026,F1,MS,22,0,14K,553,426,37,232,77
Natural Diamond Anklet,CUST0093,RING BRIDAL,CLASSIC COLLECTION,W44-2026,F10,WS/MS,25,12,14K92,531,428,177,156,20
LGD Diamond Earring Set,CUST0028,EARRING,CLASSIC COLLECTION,W08-2026,F2,MS,22,0,09K92,68,108,187,335,27
Natural Diamond Bangle Order,CUST0045,NECK PIECE,BRIDAL COLLECTION,W22-2026,F9,WS,0,15,U14K,715,338,164,61,146
LGD Diamond Bangle,CUST0045,RING,FASHION JEWELRY,Overdue,F1,WS,0,16,BRASS,246,426,277,330,73
LGD Diamond Earring Set,CUST0069,BRACELET,FASHION JEWELRY,W52-2026,F4,MS,44,0,U09K,899,227,61,400,46
Mined Stone Brooch Order,CUST0021,BANGLE,MODERN DESIGN,To Check,F3,MS,16,0,S925,850,31,160,279,146
LGD Tennis Bracelet Order,CUST0036,NECKLACE,CLASSIC COLLECTION,Due,F10,MS,4,0,PT95,362,346,173,108,41
Mined Stone Ring Collection,CUST0039,NECK PIECE,FINE JEWELRY,W08-2026,F4,MS,9,0,S925,866,279,165,357,197
LGD Tennis Bracelet Order,CUST0079,PENDANT,CLASSIC COLLECTION,W41-2026,F9,WS/MS,24,10,S930,200,377,61,30,94
LGD Diamond Ring Order,CUST0094,EARRING,EVERYDAY WEAR,W05-2026,F10,WS,0,20,U09K,756,339,211,329,71
LGD Solitaire Engagement Ring,CUST0033,RING,FASHION JEWELRY,W45-2026,F4,MS,13,0,09K92,523,338,131,62,55
LGD Diamond Ring Order,CUST0008,NECKLACE,LUXURY LINE,Due,F2,MS,29,0,09K,808,163,228,347,118
Mined Diamond Necklace Order,CUST0062,BOLO BRACELET,FASHION JEWELRY,Due,F3,WS,0,43,18K,99,59,142,382,78
Natural Diamond Bangle Order,CUST0052,RING BRIDAL,VINTAGE STYLE,W39-2026,F10,WS,0,28,U10K,366,393,36,51,23
LGD Bridal Set Order,CUST0041,BRACELET,CLASSIC COLLECTION,W33-2026,F1,MS,3,0,BRASS,333,294,244,297,129
Mined Stone Brooch Order,CUST0042,EARRING,MODERN DESIGN,Due,F4,WS,0,35,BRASS,616,240,9,295,29
Mined Stone Ring Collection,CUST0093,RING BRIDAL,MODERN DESIGN,W36-2026,F2,MS,47,0,14K,968,29,151,358,159
Natural Diamond Anklet,CUST0018,ANKLET,MODERN DESIGN,W15-2026,F10,MS,36,0,PT95,840,281,78,41,162
LGD Tennis Bracelet Order,CUST0029,RING,STATEMENT PIECES,To Check,F1,MS,36,0,14K92,496,176,261,243,77
Natural Diamond Ring Order,CUST0089,EAR PARTY,LUXURY LINE,W51-2026,F9,WS/MS,30,23,09KPT,733,304,34,46,128
Natural Diamond Bracelet,CUST0092,RING BRIDAL,FINE JEWELRY,W46-2026,F1,MS,29,0,09KPT,937,361,271,270,43
LGD Diamond Ring Order,CUST0022,ANKLET,STATEMENT PIECES,W24-2026,F1,WS,0,14,18K,463,14,16,25,6
Mined Diamond Necklace Order,CUST0051,EARRING,STATEMENT PIECES,W18-2026,F2,MS,43,0,S930,454,204,127,152,39
Natural Diamond Ring Order,CUST0003,NECK PIECE,BRIDAL COLLECTION,Overdue,F4,WS,0,49,18K,335,500,74,83,72
Natural Stone Pendant,CUST0080,RING,EVERYDAY WEAR,W30-2026,F2,MS,46,0,14K,571,176,9,59,170
Natural Diamond Anklet,CUST0069,RING BRIDAL,LUXURY LINE,W11-2026,F4,WS,0,50,10K92,815,472,278,279,127
Natural Diamond Bracelet,CUST0048,RING,FASHION JEWELRY,W52-2026,F1,MS,39,0,14K92,802,397,38,346,136
LGD Eternity Ring,CUST0067,EARRING,MODERN DESIGN,W43-2026,F3,MS,46,0,09K,482,186,179,329,120
Mined Diamond Necklace Order,CUST0079,ANKLET,EVERYDAY WEAR,W19-2026,F3,WS/MS,6,26,09KPT,123,73,38,213,20
LGD Diamond Bangle,CUST0088,NECKLACE,CLASSIC COLLECTION,W36-2026,F4,MS,50,0,U09K,6,410,162,63,122
LGD Diamond Bangle,CUST0055,PENDANT,BRIDAL COLLECTION,W03-2026,F1,MS,34,0,09K92,763,443,288,220,28
Mined Stone Earring Set,CUST0098,NECK PIECE,EVERYDAY WEAR,W09-2026,F3,MS,36,0,10K,405,473,49,85,47
Mined Stone Earring Set,CUST0034,RING,FASHION JEWELRY,Due,F3,MS,42,0,14K92,780,478,47,331,13
Natural Diamond Anklet,CUST0082,NECKLACE,LUXURY LINE,W18-2026,F10,WS,0,22,18K,714,314,177,267,78
Natural Diamond Ring Order,CUST0057,EAR PARTY,FASHION JEWELRY,W21-2026,F3,MS,37,0,10K92,228,98,107,368,8
Mined Diamond Necklace Order,CUST0093,EARRING,VINTAGE STYLE,W32-2026,F10,WS,0,14,14K92,809,128,9,353,87
Natural Diamond Anklet,CUST0070,RING,FASHION JEWELRY,Overdue,F10,MS,26,0,09KPT,745,458,100,329,12
LGD Pendant Collection,CUST0041,RING,BRIDAL COLLECTION,Due,F4,MS,3,0,U14K,445,19,132,39,100
LGD Tennis Bracelet Order,CUST0100,RING,FASHION JEWELRY,To Check,F3,MS,47,0,09K,303,31,273,175,128
LGD Diamond Earring Set,CUST0003,RING,MODERN DESIGN,Overdue,F3,WS,0,48,18K,410,193,55,379,151
Natural Diamond Bracelet,CUST0085,RING,STATEMENT PIECES,W20-2026,F1,WS,0,39,U18K,701,364,181,17,151
Natural Stone Pendant,CUST0029,NECKLACE,EVERYDAY WEAR,W13-2026,F4,MS,1,0,09K,29,177,160,228,81
Mined Stone Brooch Order,CUST0002,RING,LUXURY LINE,W15-2026,F3,WS,0,2,10K,254,34,120,309,136
LGD Eternity Ring,CUST0055,NECK PIECE,LUXURY LINE,W10-2026,F2,MS,2,0,U09K,571,191,5,297,60
Natural Diamond Bracelet,CUST0060,RING,STATEMENT PIECES,W47-2026,F1,WS,0,26,U09K,802,232,62,79,100
LGD Pendant Collection,CUST0049,NECKLACE,EVERYDAY WEAR,W12-2026,F2,MS,46,0,U09K,897,302,67,94,93
Mined Diamond Bridal Set,CUST0028,BANGLE,STATEMENT PIECES,W03-2026,F4,MS,13,0,U10K,159,190,248,354,138
LGD Diamond Bangle,CUST0046,EARRING,MODERN DESIGN,W14-2026,F9,MS,15,0,S928,35,252,239,5,87
LGD Diamond Bangle,CUST0090,NECKLACE,FINE JEWELRY,Overdue,F2,MS,44,0,18K,115,374,49,173,5
Natural Stone Pendant,CUST0067,NECK PIECE,CLASSIC COLLECTION,Due,F1,MS,42,0,14K92,767,158,188,377,197
Mined Stone Brooch Order,CUST0070,NECK PIECE,STATEMENT PIECES,W52-2026,F4,WS,0,13,BRASS,16,256,77,211,31
Mined Stone Earring Set,CUST0039,NECKLACE,BRIDAL COLLECTION,W45-2026,F10,WS,0,16,09KPT,989,227,249,139,156
Natural Stone Pendant,CUST0015,RING,BRIDAL COLLECTION,Due,F10,MS,32,0,BRASS,512,207,13,177,23
Natural Stone Pendant,CUST0040,BRACELET,FINE JEWELRY,Due,F4,MS,17,0,09K,626,251,171,332,44
LGD Eternity Ring,CUST0083,BRACELET,MODERN DESIGN,Overdue,F3,MS,24,0,S928,382,273,253,326,45
Natural Diamond Ring Order,CUST0006,EAR PARTY,MODERN DESIGN,W33-2026,F10,WS/MS,23,26,S928,579,34,142,231,163
LGD Pendant Collection,CUST0031,RING,BRIDAL COLLECTION,W15-2026,F4,WS/MS,24,1,10K,469,247,198,377,46
LGD Diamond Bangle,CUST0032,RING,BRIDAL COLLECTION,W17-2026,F3,WS/MS,15,27,S928,605,303,250,101,2
Mined Stone Brooch Order,CUST0002,ANKLET,FASHION JEWELRY,W07-2026,F2,WS,0,48,S930,36,208,61,394,10
Natural Diamond Anklet,CUST0007,BROOCH,BRIDAL COLLECTION,W44-2026,F1,MS,5,0,14K92,986,361,53,348,196
LGD Solitaire Engagement Ring,CUST0081,PENDANT,FASHION JEWELRY,W04-2026,F1,MS,32,0,U18K,850,269,118,398,137
Natural Diamond Bangle Order,CUST0059,NECK PIECE,FASHION JEWELRY,W39-2026,F4,WS,0,1,S928,956,237,29,201,151
Natural Diamond Bangle Order,CUST0099,NECK PIECE,LUXURY LINE,W52-2026,F4,WS,0,14,S928,260,49,155,339,148
Natural Diamond Anklet,CUST0078,PENDANT,BRIDAL COLLECTION,Overdue,F10,MS,20,0,U18K,213,60,67,118,120
Natural Diamond Anklet,CUST0018,RING BRIDAL,CLASSIC COLLECTION,Due,F1,WS,0,41,14K,466,439,166,79,120
LGD Pendant Collection,CUST0025,RING,MODERN DESIGN,W50-2026,F10,WS/MS,21,3,10K,651,152,159,385,98
Natural Diamond Bangle Order,CUST0065,BOLO BRACELET,FINE JEWELRY,W12-2026,F1,MS,50,0,S925,433,196,267,221,151
LGD Solitaire Engagement Ring,CUST0042,NECK PIECE,LUXURY LINE,W15-2026,F3,WS,0,30,PT95,834,242,298,106,3
Natural Diamond Bangle Order,CUST0074,RING,LUXURY LINE,W06-2026,F9,WS,0,14,S928,472,126,141,60,70
Mined Diamond Necklace Order,CUST0072,BRACELET,VINTAGE STYLE,W52-2026,F1,WS,0,31,PT95,515,363,41,376,0
Natural Diamond Bangle Order,CUST0031,RING BRIDAL,STATEMENT PIECES,To Check,F2,WS/MS,6,24,BRASS,197,292,61,96,87
LGD Bridal Set Order,CUST0048,NECKLACE,MODERN DESIGN,Due,F10,MS,48,0,U18K,395,230,64,304,47
Natural Diamond Bangle Order,CUST0100,RING BRIDAL,BRIDAL COLLECTION,W23-2026,F10,WS/MS,25,11,S928,765,454,42,320,8
LGD Diamond Bangle,CUST0047,EARRING,LUXURY LINE,W30-2026,F3,WS,0,9,14K92,89,36,299,92,79
Natural Diamond Ring Order,CUST0023,BANGLE,STATEMENT PIECES,W30-2026,F4,WS,0,44,09K92,561,273,98,134,22
Natural Diamond Anklet,CUST0020,RING BRIDAL,CLASSIC COLLECTION,W03-2026,F2,MS,19,0,10K,917,285,222,372,162
LGD Solitaire Engagement Ring,CUST0021,RING,EVERYDAY WEAR,W17-2026,F3,WS,0,49,S925,660,485,133,299,8
Natural Diamond Anklet,CUST0082,NECKLACE,FINE JEWELRY,W04-2026,F1,WS/MS,9,29,14K,930,26,236,360,113
Mined Stone Earring Set,CUST0006,EAR PARTY,STATEMENT PIECES,W14-2026,F3,WS/MS,15,4,BRASS,384,131,148,100,85
LGD Solitaire Engagement Ring,CUST0100,RING,MODERN DESIGN,W09-2026,F9,MS,27,0,U18K,675,50,8,398,184
Natural Diamond Ring Order,CUST0078,PENDANT,CLASSIC COLLECTION,W15-2026,F4,WS,0,3,14K,494,27,101,251,199
LGD Diamond Necklace,CUST0074,BRACELET,STATEMENT PIECES,W09-2026,F9,MS,3,0,10K92,279,260,94,381,49
Natural Stone Pendant,CUST0054,RING,STATEMENT PIECES,W27-2026,F4,WS,0,44,S925,618,263,286,52,68
LGD Diamond Earring Set,CUST0048,RING,VINTAGE STYLE,W43-2026,F3,WS,0,19,18K,912,319,146,371,2
LGD Diamond Bangle,CUST0020,RING BRIDAL,FINE JEWELRY,Due,F4,WS/MS,7,10,S930,193,264,277,349,161
LGD Pendant Collection,CUST0042,RING,FINE JEWELRY,To Check,F3,WS,0,26,09KPT,167,148,298,234,114
LGD Eternity Ring,CUST0027,RING BRIDAL,EVERYDAY WEAR,Overdue,F9,MS,29,0,14K,375,244,59,78,187
Mined Stone Earring Set,CUST0045,NECK PIECE,LUXURY LINE,W21-2026,F4,MS,5,0,14K92,700,482,121,305,94
LGD Diamond Bangle,CUST0084,RING BRIDAL,LUXURY LINE,W18-2026,F10,WS/MS,1,22,S930,624,155,120,134,183
Mined Stone Brooch Order,CUST0011,BRACELET,FASHION JEWELRY,W16-2026,F3,MS,34,0,BRASS,247,224,73,119,160
